#Duplication rate	Coverage
1.0	21595.0
2.0	6234.0
3.0	2381.0
4.0	1322.0
5.0	845.0
6.0	551.0
7.0	404.0
8.0	331.0
9.0	271.0
10.0	218.0
11.0	195.0
12.0	164.0
13.0	142.0
14.0	117.0
15.0	96.0
16.0	102.0
17.0	101.0
18.0	77.0
19.0	76.0
20.0	65.0
21.0	72.0
22.0	48.0
23.0	43.0
24.0	56.0
25.0	37.0
26.0	57.0
27.0	38.0
28.0	28.0
29.0	38.0
30.0	20.0
31.0	39.0
32.0	29.0
33.0	27.0
34.0	24.0
35.0	27.0
36.0	26.0
37.0	29.0
38.0	30.0
39.0	26.0
40.0	18.0
41.0	14.0
42.0	20.0
43.0	16.0
44.0	16.0
45.0	17.0
46.0	13.0
47.0	23.0
48.0	13.0
49.0	21.0
50.0	1755.0
