#Duplication rate	Coverage
1.0	17867.0
2.0	4619.0
3.0	1563.0
4.0	920.0
5.0	556.0
6.0	400.0
7.0	267.0
8.0	263.0
9.0	166.0
10.0	161.0
11.0	133.0
12.0	127.0
13.0	103.0
14.0	102.0
15.0	57.0
16.0	70.0
17.0	58.0
18.0	60.0
19.0	59.0
20.0	56.0
21.0	61.0
22.0	33.0
23.0	33.0
24.0	43.0
25.0	38.0
26.0	28.0
27.0	28.0
28.0	35.0
29.0	34.0
30.0	25.0
31.0	38.0
32.0	31.0
33.0	23.0
34.0	22.0
35.0	20.0
36.0	26.0
37.0	13.0
38.0	16.0
39.0	22.0
40.0	13.0
41.0	15.0
42.0	9.0
43.0	15.0
44.0	14.0
45.0	14.0
46.0	11.0
47.0	13.0
48.0	16.0
49.0	12.0
50.0	1521.0
