#Duplication rate	Coverage
1.0	22753.0
2.0	6278.0
3.0	2436.0
4.0	1431.0
5.0	855.0
6.0	602.0
7.0	411.0
8.0	321.0
9.0	297.0
10.0	231.0
11.0	167.0
12.0	149.0
13.0	131.0
14.0	113.0
15.0	110.0
16.0	99.0
17.0	76.0
18.0	86.0
19.0	71.0
20.0	75.0
21.0	62.0
22.0	62.0
23.0	55.0
24.0	58.0
25.0	56.0
26.0	31.0
27.0	36.0
28.0	28.0
29.0	36.0
30.0	38.0
31.0	23.0
32.0	37.0
33.0	21.0
34.0	31.0
35.0	35.0
36.0	35.0
37.0	33.0
38.0	26.0
39.0	31.0
40.0	32.0
41.0	24.0
42.0	23.0
43.0	20.0
44.0	21.0
45.0	18.0
46.0	19.0
47.0	13.0
48.0	21.0
49.0	17.0
50.0	1793.0
