#Duplication rate	Coverage
1.0	21267.0
2.0	5565.0
3.0	2019.0
4.0	1190.0
5.0	672.0
6.0	507.0
7.0	335.0
8.0	298.0
9.0	208.0
10.0	195.0
11.0	153.0
12.0	140.0
13.0	119.0
14.0	110.0
15.0	89.0
16.0	95.0
17.0	75.0
18.0	74.0
19.0	64.0
20.0	61.0
21.0	42.0
22.0	62.0
23.0	41.0
24.0	51.0
25.0	64.0
26.0	40.0
27.0	35.0
28.0	33.0
29.0	39.0
30.0	39.0
31.0	37.0
32.0	31.0
33.0	33.0
34.0	27.0
35.0	23.0
36.0	24.0
37.0	19.0
38.0	25.0
39.0	30.0
40.0	18.0
41.0	21.0
42.0	12.0
43.0	21.0
44.0	23.0
45.0	19.0
46.0	17.0
47.0	20.0
48.0	12.0
49.0	15.0
50.0	1731.0
