#Coverage (X)	Coverage
1.0	0.006327299019204702
2.0	0.005651546275700525
3.0	0.005114975914395359
4.0	0.005079206634164279
5.0	0.004938154777391901
6.0	0.004925473508180289
7.0	0.004840942099420431
8.0	0.004830005673156279
9.0	0.004773703330499757
10.0	0.004767907959319473
11.0	0.0047526405836180174
12.0	0.004748901634471281
13.0	0.0047332603638494675
14.0	0.004720298673447587
15.0	0.00468745823673089
16.0	0.004681974444636694
17.0	0.0046642455940713035
18.0	0.0046617529612973385
19.0	0.004649071692085727
20.0	0.004646547901401732
21.0	0.004615608097168433
22.0	0.004610467042084565
23.0	0.004594327244916485
24.0	0.0045831415553720944
25.0	0.004562452703396502
26.0	0.004555566805379385
27.0	0.004524284264135758
28.0	0.004518083840125087
29.0	0.0045106370997274325
30.0	0.004499576041823161
31.0	0.004486209298605104
32.0	0.004482189928268099
33.0	0.004469633290696606
34.0	0.004469446343236427
35.0	0.004468044237299296
36.0	0.004460535181081582
37.0	0.004441560014129209
38.0	0.004429720008474192
39.0	0.004405292207337652
40.0	0.004397409256213791
41.0	0.004392797885586219
42.0	0.004384852618642299
43.0	0.004379493458188222
44.0	0.004373511139547759
45.0	0.004363260187290052
46.0	0.004351046286728888
47.0	0.004336339753393759
48.0	0.004332943541243139
49.0	0.004324904800569129
50.0	0.004324624379378861
51.0	0.004302907316386495
