#Duplication rate	Coverage
1.0	7323.0
2.0	1705.0
3.0	601.0
4.0	382.0
5.0	236.0
6.0	174.0
7.0	110.0
8.0	103.0
9.0	68.0
10.0	77.0
11.0	54.0
12.0	42.0
13.0	52.0
14.0	54.0
15.0	54.0
16.0	32.0
17.0	37.0
18.0	32.0
19.0	25.0
20.0	23.0
21.0	23.0
22.0	13.0
23.0	16.0
24.0	28.0
25.0	21.0
26.0	17.0
27.0	11.0
28.0	22.0
29.0	13.0
30.0	15.0
31.0	10.0
32.0	9.0
33.0	19.0
34.0	10.0
35.0	17.0
36.0	15.0
37.0	8.0
38.0	12.0
39.0	17.0
40.0	11.0
41.0	12.0
42.0	12.0
43.0	10.0
44.0	12.0
45.0	12.0
46.0	13.0
47.0	6.0
48.0	10.0
49.0	5.0
50.0	973.0
