#Duplication rate	Coverage
1.0	26688.0
2.0	7795.0
3.0	3135.0
4.0	1757.0
5.0	1084.0
6.0	757.0
7.0	525.0
8.0	432.0
9.0	352.0
10.0	281.0
11.0	250.0
12.0	181.0
13.0	171.0
14.0	154.0
15.0	129.0
16.0	138.0
17.0	96.0
18.0	101.0
19.0	93.0
20.0	74.0
21.0	62.0
22.0	48.0
23.0	45.0
24.0	50.0
25.0	60.0
26.0	45.0
27.0	47.0
28.0	51.0
29.0	37.0
30.0	42.0
31.0	45.0
32.0	37.0
33.0	30.0
34.0	38.0
35.0	25.0
36.0	27.0
37.0	29.0
38.0	31.0
39.0	26.0
40.0	29.0
41.0	30.0
42.0	18.0
43.0	21.0
44.0	30.0
45.0	18.0
46.0	24.0
47.0	22.0
48.0	25.0
49.0	28.0
50.0	2046.0
