#Duplication rate	Coverage
1.0	7983.0
2.0	1907.0
3.0	742.0
4.0	399.0
5.0	236.0
6.0	203.0
7.0	128.0
8.0	105.0
9.0	89.0
10.0	66.0
11.0	58.0
12.0	47.0
13.0	37.0
14.0	26.0
15.0	33.0
16.0	22.0
17.0	26.0
18.0	27.0
19.0	21.0
20.0	25.0
21.0	21.0
22.0	19.0
23.0	12.0
24.0	24.0
25.0	20.0
26.0	17.0
27.0	15.0
28.0	11.0
29.0	11.0
30.0	20.0
31.0	9.0
32.0	13.0
33.0	7.0
34.0	6.0
35.0	8.0
36.0	13.0
37.0	4.0
38.0	5.0
39.0	10.0
40.0	8.0
41.0	7.0
42.0	13.0
43.0	13.0
44.0	7.0
45.0	7.0
46.0	13.0
47.0	13.0
48.0	10.0
49.0	9.0
50.0	1184.0
