#Duplication rate	Coverage
1.0	19036.0
2.0	5047.0
3.0	1666.0
4.0	1023.0
5.0	610.0
6.0	479.0
7.0	308.0
8.0	281.0
9.0	185.0
10.0	154.0
11.0	139.0
12.0	131.0
13.0	108.0
14.0	102.0
15.0	78.0
16.0	83.0
17.0	80.0
18.0	50.0
19.0	69.0
20.0	60.0
21.0	34.0
22.0	44.0
23.0	41.0
24.0	49.0
25.0	47.0
26.0	43.0
27.0	37.0
28.0	32.0
29.0	30.0
30.0	31.0
31.0	35.0
32.0	32.0
33.0	24.0
34.0	28.0
35.0	19.0
36.0	24.0
37.0	17.0
38.0	17.0
39.0	21.0
40.0	16.0
41.0	18.0
42.0	32.0
43.0	21.0
44.0	25.0
45.0	17.0
46.0	17.0
47.0	13.0
48.0	17.0
49.0	13.0
50.0	1582.0
