#Duplication rate	Coverage
1.0	17771.0
2.0	4661.0
3.0	1817.0
4.0	1014.0
5.0	640.0
6.0	465.0
7.0	318.0
8.0	271.0
9.0	211.0
10.0	167.0
11.0	151.0
12.0	125.0
13.0	128.0
14.0	93.0
15.0	87.0
16.0	73.0
17.0	67.0
18.0	70.0
19.0	70.0
20.0	53.0
21.0	43.0
22.0	50.0
23.0	49.0
24.0	28.0
25.0	38.0
26.0	34.0
27.0	36.0
28.0	26.0
29.0	30.0
30.0	35.0
31.0	26.0
32.0	24.0
33.0	25.0
34.0	23.0
35.0	32.0
36.0	24.0
37.0	23.0
38.0	19.0
39.0	19.0
40.0	22.0
41.0	30.0
42.0	17.0
43.0	14.0
44.0	24.0
45.0	10.0
46.0	23.0
47.0	12.0
48.0	13.0
49.0	9.0
50.0	1561.0
