#Duplication rate	Coverage
1.0	22610.0
2.0	6147.0
3.0	2303.0
4.0	1329.0
5.0	750.0
6.0	539.0
7.0	382.0
8.0	292.0
9.0	240.0
10.0	214.0
11.0	164.0
12.0	156.0
13.0	132.0
14.0	107.0
15.0	95.0
16.0	88.0
17.0	67.0
18.0	82.0
19.0	79.0
20.0	62.0
21.0	56.0
22.0	59.0
23.0	60.0
24.0	40.0
25.0	32.0
26.0	49.0
27.0	32.0
28.0	63.0
29.0	45.0
30.0	29.0
31.0	40.0
32.0	29.0
33.0	25.0
34.0	27.0
35.0	31.0
36.0	27.0
37.0	25.0
38.0	27.0
39.0	21.0
40.0	26.0
41.0	21.0
42.0	16.0
43.0	21.0
44.0	21.0
45.0	16.0
46.0	24.0
47.0	14.0
48.0	20.0
49.0	16.0
50.0	1859.0
