#Coverage (X)	Coverage
1.0	0.014561773685301205
2.0	0.009519146437000359
3.0	0.007707812520052926
4.0	0.007292384111295291
5.0	0.0067181126793798285
6.0	0.006631337901126244
7.0	0.006288164684747244
8.0	0.006228466129940102
9.0	0.006044883726545436
10.0	0.005987397383321991
11.0	0.005877939646879327
12.0	0.005836063416367665
13.0	0.005725670942638317
14.0	0.005687751766643601
15.0	0.005615621205905086
16.0	0.005601631304486432
17.0	0.005562403496298884
18.0	0.005553211912967981
19.0	0.005507783680769762
20.0	0.00549030409348461
21.0	0.005438395016085451
22.0	0.005429172274844518
23.0	0.005405398789818605
24.0	0.005386080885870115
25.0	0.005346946551412657
26.0	0.0053278467528201645
27.0	0.005299524212986739
28.0	0.005295536000559764
29.0	0.005264720827966585
30.0	0.0052607326155396095
31.0	0.005219043332488127
32.0	0.005213092171757694
33.0	0.005200473218366142
34.0	0.005190814266384791
35.0	0.005172275310172836
36.0	0.005161120778538475
37.0	0.005135103924018836
38.0	0.005117188125993266
39.0	0.00508908369153005
40.0	0.00506309799492044
41.0	0.005043561985601741
42.0	0.005039760720634945
43.0	0.005038794825438231
44.0	0.0050380781935217556
45.0	0.005031254611324698
46.0	0.005025428082234384
47.0	0.005012435233922474
48.0	0.005009007863861825
49.0	0.00500498849352482
50.0	0.0049914971186666435
51.0	0.004970278582220544
