#Duplication rate	Coverage
1.0	22537.0
2.0	5829.0
3.0	2205.0
4.0	1246.0
5.0	713.0
6.0	558.0
7.0	387.0
8.0	325.0
9.0	250.0
10.0	200.0
11.0	178.0
12.0	162.0
13.0	117.0
14.0	106.0
15.0	109.0
16.0	92.0
17.0	81.0
18.0	67.0
19.0	69.0
20.0	71.0
21.0	63.0
22.0	67.0
23.0	56.0
24.0	55.0
25.0	39.0
26.0	51.0
27.0	62.0
28.0	34.0
29.0	34.0
30.0	38.0
31.0	47.0
32.0	22.0
33.0	33.0
34.0	30.0
35.0	36.0
36.0	31.0
37.0	27.0
38.0	22.0
39.0	27.0
40.0	21.0
41.0	21.0
42.0	21.0
43.0	23.0
44.0	25.0
45.0	23.0
46.0	13.0
47.0	9.0
48.0	22.0
49.0	17.0
50.0	1865.0
