#Duplication rate	Coverage
1.0	25285.0
2.0	7379.0
3.0	2897.0
4.0	1575.0
5.0	889.0
6.0	708.0
7.0	471.0
8.0	399.0
9.0	308.0
10.0	269.0
11.0	200.0
12.0	177.0
13.0	155.0
14.0	122.0
15.0	121.0
16.0	106.0
17.0	112.0
18.0	95.0
19.0	69.0
20.0	85.0
21.0	75.0
22.0	56.0
23.0	66.0
24.0	56.0
25.0	46.0
26.0	51.0
27.0	48.0
28.0	43.0
29.0	35.0
30.0	35.0
31.0	36.0
32.0	39.0
33.0	32.0
34.0	39.0
35.0	21.0
36.0	40.0
37.0	32.0
38.0	28.0
39.0	35.0
40.0	22.0
41.0	14.0
42.0	23.0
43.0	26.0
44.0	21.0
45.0	19.0
46.0	17.0
47.0	23.0
48.0	14.0
49.0	15.0
50.0	1972.0
