#Duplication rate	Coverage
1.0	14839.0
2.0	3661.0
3.0	1273.0
4.0	760.0
5.0	473.0
6.0	374.0
7.0	233.0
8.0	194.0
9.0	152.0
10.0	137.0
11.0	103.0
12.0	85.0
13.0	83.0
14.0	70.0
15.0	72.0
16.0	65.0
17.0	51.0
18.0	69.0
19.0	49.0
20.0	44.0
21.0	44.0
22.0	35.0
23.0	39.0
24.0	33.0
25.0	28.0
26.0	29.0
27.0	35.0
28.0	24.0
29.0	23.0
30.0	31.0
31.0	28.0
32.0	17.0
33.0	18.0
34.0	21.0
35.0	18.0
36.0	10.0
37.0	12.0
38.0	17.0
39.0	14.0
40.0	16.0
41.0	15.0
42.0	8.0
43.0	12.0
44.0	11.0
45.0	11.0
46.0	5.0
47.0	17.0
48.0	11.0
49.0	12.0
50.0	1370.0
