#Duplication rate	Coverage
1.0	21312.0
2.0	5724.0
3.0	2161.0
4.0	1229.0
5.0	713.0
6.0	472.0
7.0	364.0
8.0	294.0
9.0	252.0
10.0	199.0
11.0	160.0
12.0	161.0
13.0	132.0
14.0	98.0
15.0	82.0
16.0	84.0
17.0	74.0
18.0	71.0
19.0	59.0
20.0	65.0
21.0	48.0
22.0	52.0
23.0	62.0
24.0	32.0
25.0	58.0
26.0	41.0
27.0	50.0
28.0	43.0
29.0	31.0
30.0	29.0
31.0	30.0
32.0	35.0
33.0	33.0
34.0	27.0
35.0	28.0
36.0	28.0
37.0	20.0
38.0	39.0
39.0	27.0
40.0	20.0
41.0	18.0
42.0	22.0
43.0	21.0
44.0	18.0
45.0	16.0
46.0	14.0
47.0	15.0
48.0	17.0
49.0	9.0
50.0	1715.0
