#Duplication rate	Coverage
1.0	12942.0
2.0	2883.0
3.0	1013.0
4.0	606.0
5.0	332.0
6.0	285.0
7.0	198.0
8.0	158.0
9.0	151.0
10.0	137.0
11.0	91.0
12.0	86.0
13.0	66.0
14.0	69.0
15.0	58.0
16.0	62.0
17.0	50.0
18.0	61.0
19.0	49.0
20.0	32.0
21.0	41.0
22.0	38.0
23.0	36.0
24.0	26.0
25.0	23.0
26.0	25.0
27.0	21.0
28.0	22.0
29.0	17.0
30.0	18.0
31.0	15.0
32.0	13.0
33.0	18.0
34.0	17.0
35.0	15.0
36.0	7.0
37.0	5.0
38.0	15.0
39.0	11.0
40.0	15.0
41.0	10.0
42.0	15.0
43.0	5.0
44.0	9.0
45.0	16.0
46.0	7.0
47.0	8.0
48.0	6.0
49.0	8.0
50.0	1265.0
