#Duplication rate	Coverage
1.0	12392.0
2.0	2931.0
3.0	1071.0
4.0	631.0
5.0	364.0
6.0	287.0
7.0	202.0
8.0	173.0
9.0	143.0
10.0	106.0
11.0	88.0
12.0	95.0
13.0	83.0
14.0	66.0
15.0	59.0
16.0	55.0
17.0	53.0
18.0	39.0
19.0	33.0
20.0	44.0
21.0	27.0
22.0	26.0
23.0	29.0
24.0	30.0
25.0	29.0
26.0	28.0
27.0	24.0
28.0	21.0
29.0	10.0
30.0	18.0
31.0	15.0
32.0	15.0
33.0	18.0
34.0	14.0
35.0	19.0
36.0	18.0
37.0	11.0
38.0	14.0
39.0	8.0
40.0	12.0
41.0	10.0
42.0	9.0
43.0	5.0
44.0	9.0
45.0	5.0
46.0	7.0
47.0	9.0
48.0	10.0
49.0	5.0
50.0	1295.0
