#Duplication rate	Coverage
1.0	6994.0
2.0	1473.0
3.0	519.0
4.0	342.0
5.0	226.0
6.0	178.0
7.0	134.0
8.0	112.0
9.0	91.0
10.0	84.0
11.0	63.0
12.0	36.0
13.0	42.0
14.0	40.0
15.0	22.0
16.0	32.0
17.0	24.0
18.0	27.0
19.0	25.0
20.0	18.0
21.0	15.0
22.0	16.0
23.0	18.0
24.0	12.0
25.0	7.0
26.0	11.0
27.0	8.0
28.0	12.0
29.0	11.0
30.0	9.0
31.0	6.0
32.0	4.0
33.0	7.0
34.0	11.0
35.0	3.0
36.0	5.0
37.0	6.0
38.0	5.0
39.0	4.0
40.0	4.0
41.0	8.0
42.0	4.0
43.0	3.0
44.0	4.0
45.0	6.0
46.0	2.0
47.0	6.0
48.0	1.0
49.0	4.0
50.0	1083.0
