#Duplication rate	Coverage
1.0	25093.0
2.0	7079.0
3.0	2774.0
4.0	1447.0
5.0	961.0
6.0	610.0
7.0	457.0
8.0	374.0
9.0	288.0
10.0	232.0
11.0	193.0
12.0	179.0
13.0	133.0
14.0	133.0
15.0	125.0
16.0	133.0
17.0	86.0
18.0	81.0
19.0	92.0
20.0	64.0
21.0	57.0
22.0	63.0
23.0	62.0
24.0	59.0
25.0	51.0
26.0	42.0
27.0	43.0
28.0	45.0
29.0	39.0
30.0	30.0
31.0	33.0
32.0	38.0
33.0	29.0
34.0	24.0
35.0	27.0
36.0	21.0
37.0	25.0
38.0	25.0
39.0	21.0
40.0	22.0
41.0	26.0
42.0	25.0
43.0	22.0
44.0	20.0
45.0	20.0
46.0	21.0
47.0	18.0
48.0	14.0
49.0	25.0
50.0	1895.0
