#Duplication rate	Coverage
1.0	27846.0
2.0	8427.0
3.0	3221.0
4.0	1884.0
5.0	1108.0
6.0	778.0
7.0	518.0
8.0	424.0
9.0	364.0
10.0	291.0
11.0	261.0
12.0	264.0
13.0	148.0
14.0	134.0
15.0	142.0
16.0	129.0
17.0	112.0
18.0	104.0
19.0	76.0
20.0	88.0
21.0	79.0
22.0	57.0
23.0	71.0
24.0	55.0
25.0	55.0
26.0	49.0
27.0	51.0
28.0	47.0
29.0	31.0
30.0	48.0
31.0	39.0
32.0	42.0
33.0	30.0
34.0	28.0
35.0	44.0
36.0	34.0
37.0	33.0
38.0	23.0
39.0	30.0
40.0	44.0
41.0	25.0
42.0	25.0
43.0	22.0
44.0	29.0
45.0	20.0
46.0	23.0
47.0	22.0
48.0	18.0
49.0	18.0
50.0	2138.0
