#Duplication rate	Coverage
1.0	16587.0
2.0	4001.0
3.0	1393.0
4.0	876.0
5.0	488.0
6.0	364.0
7.0	266.0
8.0	210.0
9.0	193.0
10.0	151.0
11.0	121.0
12.0	110.0
13.0	91.0
14.0	98.0
15.0	67.0
16.0	69.0
17.0	63.0
18.0	61.0
19.0	57.0
20.0	53.0
21.0	50.0
22.0	40.0
23.0	48.0
24.0	46.0
25.0	35.0
26.0	44.0
27.0	31.0
28.0	37.0
29.0	27.0
30.0	27.0
31.0	31.0
32.0	32.0
33.0	32.0
34.0	21.0
35.0	20.0
36.0	20.0
37.0	11.0
38.0	17.0
39.0	23.0
40.0	12.0
41.0	11.0
42.0	13.0
43.0	13.0
44.0	14.0
45.0	7.0
46.0	11.0
47.0	12.0
48.0	12.0
49.0	12.0
50.0	1432.0
