#Duplication rate	Coverage
1.0	14530.0
2.0	3404.0
3.0	1131.0
4.0	680.0
5.0	394.0
6.0	303.0
7.0	234.0
8.0	216.0
9.0	153.0
10.0	137.0
11.0	110.0
12.0	97.0
13.0	86.0
14.0	91.0
15.0	66.0
16.0	50.0
17.0	62.0
18.0	56.0
19.0	44.0
20.0	47.0
21.0	38.0
22.0	33.0
23.0	26.0
24.0	34.0
25.0	24.0
26.0	33.0
27.0	22.0
28.0	24.0
29.0	24.0
30.0	14.0
31.0	16.0
32.0	23.0
33.0	21.0
34.0	13.0
35.0	18.0
36.0	17.0
37.0	15.0
38.0	22.0
39.0	17.0
40.0	15.0
41.0	22.0
42.0	16.0
43.0	17.0
44.0	15.0
45.0	14.0
46.0	11.0
47.0	6.0
48.0	9.0
49.0	7.0
50.0	1375.0
