#Duplication rate	Coverage
1.0	24191.0
2.0	6674.0
3.0	2709.0
4.0	1523.0
5.0	888.0
6.0	622.0
7.0	434.0
8.0	402.0
9.0	267.0
10.0	233.0
11.0	182.0
12.0	171.0
13.0	136.0
14.0	133.0
15.0	109.0
16.0	90.0
17.0	91.0
18.0	75.0
19.0	65.0
20.0	66.0
21.0	70.0
22.0	53.0
23.0	61.0
24.0	59.0
25.0	41.0
26.0	41.0
27.0	40.0
28.0	43.0
29.0	40.0
30.0	44.0
31.0	38.0
32.0	36.0
33.0	34.0
34.0	32.0
35.0	32.0
36.0	39.0
37.0	19.0
38.0	26.0
39.0	22.0
40.0	26.0
41.0	26.0
42.0	13.0
43.0	28.0
44.0	22.0
45.0	21.0
46.0	21.0
47.0	19.0
48.0	15.0
49.0	28.0
50.0	1875.0
