#Duplication rate	Coverage
1.0	5970.0
2.0	1391.0
3.0	495.0
4.0	307.0
5.0	191.0
6.0	117.0
7.0	92.0
8.0	68.0
9.0	52.0
10.0	49.0
11.0	41.0
12.0	41.0
13.0	24.0
14.0	36.0
15.0	24.0
16.0	25.0
17.0	20.0
18.0	19.0
19.0	16.0
20.0	13.0
21.0	21.0
22.0	15.0
23.0	18.0
24.0	20.0
25.0	16.0
26.0	10.0
27.0	14.0
28.0	15.0
29.0	11.0
30.0	7.0
31.0	7.0
32.0	8.0
33.0	10.0
34.0	14.0
35.0	10.0
36.0	8.0
37.0	9.0
38.0	10.0
39.0	8.0
40.0	5.0
41.0	6.0
42.0	5.0
43.0	10.0
44.0	4.0
45.0	7.0
46.0	4.0
47.0	7.0
48.0	4.0
49.0	6.0
50.0	1058.0
