#Duplication rate	Coverage
1.0	27567.0
2.0	8033.0
3.0	3257.0
4.0	1733.0
5.0	1034.0
6.0	717.0
7.0	501.0
8.0	402.0
9.0	321.0
10.0	289.0
11.0	212.0
12.0	211.0
13.0	160.0
14.0	158.0
15.0	124.0
16.0	125.0
17.0	80.0
18.0	83.0
19.0	90.0
20.0	82.0
21.0	74.0
22.0	61.0
23.0	61.0
24.0	69.0
25.0	45.0
26.0	42.0
27.0	56.0
28.0	46.0
29.0	45.0
30.0	40.0
31.0	43.0
32.0	42.0
33.0	25.0
34.0	44.0
35.0	38.0
36.0	30.0
37.0	24.0
38.0	40.0
39.0	26.0
40.0	28.0
41.0	21.0
42.0	26.0
43.0	26.0
44.0	26.0
45.0	23.0
46.0	31.0
47.0	33.0
48.0	19.0
49.0	15.0
50.0	2124.0
