#Duplication rate	Coverage
1.0	17459.0
2.0	4422.0
3.0	1507.0
4.0	883.0
5.0	551.0
6.0	421.0
7.0	309.0
8.0	270.0
9.0	166.0
10.0	164.0
11.0	124.0
12.0	135.0
13.0	112.0
14.0	99.0
15.0	77.0
16.0	68.0
17.0	74.0
18.0	60.0
19.0	46.0
20.0	42.0
21.0	45.0
22.0	52.0
23.0	28.0
24.0	42.0
25.0	37.0
26.0	27.0
27.0	41.0
28.0	23.0
29.0	27.0
30.0	33.0
31.0	27.0
32.0	22.0
33.0	28.0
34.0	21.0
35.0	22.0
36.0	22.0
37.0	21.0
38.0	19.0
39.0	19.0
40.0	18.0
41.0	19.0
42.0	18.0
43.0	21.0
44.0	14.0
45.0	9.0
46.0	9.0
47.0	11.0
48.0	13.0
49.0	13.0
50.0	1523.0
