#Duplication rate	Coverage
1.0	13049.0
2.0	2872.0
3.0	1034.0
4.0	594.0
5.0	381.0
6.0	274.0
7.0	184.0
8.0	165.0
9.0	133.0
10.0	118.0
11.0	117.0
12.0	95.0
13.0	91.0
14.0	85.0
15.0	64.0
16.0	62.0
17.0	65.0
18.0	46.0
19.0	36.0
20.0	47.0
21.0	42.0
22.0	40.0
23.0	24.0
24.0	31.0
25.0	25.0
26.0	33.0
27.0	12.0
28.0	25.0
29.0	30.0
30.0	24.0
31.0	8.0
32.0	22.0
33.0	22.0
34.0	10.0
35.0	9.0
36.0	16.0
37.0	17.0
38.0	13.0
39.0	14.0
40.0	17.0
41.0	10.0
42.0	9.0
43.0	14.0
44.0	9.0
45.0	12.0
46.0	11.0
47.0	14.0
48.0	10.0
49.0	8.0
50.0	1310.0
