#Duplication rate	Coverage
1.0	21501.0
2.0	5794.0
3.0	2242.0
4.0	1157.0
5.0	672.0
6.0	543.0
7.0	368.0
8.0	280.0
9.0	198.0
10.0	208.0
11.0	177.0
12.0	145.0
13.0	125.0
14.0	130.0
15.0	89.0
16.0	79.0
17.0	75.0
18.0	70.0
19.0	75.0
20.0	59.0
21.0	52.0
22.0	67.0
23.0	55.0
24.0	56.0
25.0	45.0
26.0	39.0
27.0	37.0
28.0	32.0
29.0	34.0
30.0	27.0
31.0	24.0
32.0	28.0
33.0	32.0
34.0	32.0
35.0	20.0
36.0	33.0
37.0	20.0
38.0	31.0
39.0	22.0
40.0	13.0
41.0	20.0
42.0	21.0
43.0	19.0
44.0	19.0
45.0	12.0
46.0	10.0
47.0	21.0
48.0	17.0
49.0	15.0
50.0	1701.0
