#Duplication rate	Coverage
1.0	21698.0
2.0	5966.0
3.0	2220.0
4.0	1331.0
5.0	721.0
6.0	583.0
7.0	364.0
8.0	314.0
9.0	249.0
10.0	204.0
11.0	168.0
12.0	146.0
13.0	119.0
14.0	121.0
15.0	90.0
16.0	94.0
17.0	89.0
18.0	87.0
19.0	68.0
20.0	80.0
21.0	48.0
22.0	58.0
23.0	47.0
24.0	48.0
25.0	40.0
26.0	45.0
27.0	36.0
28.0	32.0
29.0	31.0
30.0	41.0
31.0	24.0
32.0	23.0
33.0	29.0
34.0	28.0
35.0	26.0
36.0	26.0
37.0	32.0
38.0	20.0
39.0	17.0
40.0	18.0
41.0	22.0
42.0	21.0
43.0	16.0
44.0	16.0
45.0	17.0
46.0	15.0
47.0	20.0
48.0	16.0
49.0	10.0
50.0	1777.0
