#Duplication rate	Coverage
1.0	19538.0
2.0	4881.0
3.0	1853.0
4.0	1026.0
5.0	621.0
6.0	447.0
7.0	315.0
8.0	256.0
9.0	181.0
10.0	176.0
11.0	153.0
12.0	122.0
13.0	118.0
14.0	115.0
15.0	80.0
16.0	74.0
17.0	82.0
18.0	70.0
19.0	63.0
20.0	52.0
21.0	41.0
22.0	50.0
23.0	37.0
24.0	35.0
25.0	36.0
26.0	49.0
27.0	32.0
28.0	35.0
29.0	37.0
30.0	36.0
31.0	31.0
32.0	29.0
33.0	28.0
34.0	33.0
35.0	33.0
36.0	27.0
37.0	22.0
38.0	23.0
39.0	16.0
40.0	23.0
41.0	15.0
42.0	14.0
43.0	18.0
44.0	23.0
45.0	13.0
46.0	8.0
47.0	17.0
48.0	15.0
49.0	14.0
50.0	1619.0
