#Duplication rate	Coverage
1.0	15880.0
2.0	4107.0
3.0	1475.0
4.0	864.0
5.0	534.0
6.0	346.0
7.0	269.0
8.0	239.0
9.0	148.0
10.0	167.0
11.0	121.0
12.0	115.0
13.0	96.0
14.0	102.0
15.0	68.0
16.0	58.0
17.0	63.0
18.0	66.0
19.0	50.0
20.0	46.0
21.0	40.0
22.0	41.0
23.0	33.0
24.0	36.0
25.0	28.0
26.0	37.0
27.0	34.0
28.0	23.0
29.0	29.0
30.0	23.0
31.0	23.0
32.0	20.0
33.0	17.0
34.0	25.0
35.0	25.0
36.0	15.0
37.0	21.0
38.0	12.0
39.0	18.0
40.0	15.0
41.0	18.0
42.0	16.0
43.0	18.0
44.0	15.0
45.0	15.0
46.0	11.0
47.0	8.0
48.0	9.0
49.0	9.0
50.0	1486.0
