#Duplication rate	Coverage
1.0	29487.0
2.0	9436.0
3.0	4053.0
4.0	2308.0
5.0	1351.0
6.0	1010.0
7.0	669.0
8.0	528.0
9.0	423.0
10.0	337.0
11.0	309.0
12.0	231.0
13.0	208.0
14.0	188.0
15.0	165.0
16.0	155.0
17.0	121.0
18.0	102.0
19.0	116.0
20.0	115.0
21.0	107.0
22.0	76.0
23.0	73.0
24.0	60.0
25.0	70.0
26.0	70.0
27.0	51.0
28.0	58.0
29.0	51.0
30.0	44.0
31.0	32.0
32.0	35.0
33.0	43.0
34.0	35.0
35.0	26.0
36.0	38.0
37.0	30.0
38.0	39.0
39.0	22.0
40.0	35.0
41.0	26.0
42.0	29.0
43.0	31.0
44.0	21.0
45.0	36.0
46.0	31.0
47.0	27.0
48.0	16.0
49.0	22.0
50.0	2324.0
