#Duplication rate	Coverage
1.0	18650.0
2.0	4950.0
3.0	2004.0
4.0	1144.0
5.0	655.0
6.0	510.0
7.0	353.0
8.0	290.0
9.0	252.0
10.0	188.0
11.0	143.0
12.0	134.0
13.0	117.0
14.0	96.0
15.0	91.0
16.0	93.0
17.0	70.0
18.0	67.0
19.0	60.0
20.0	55.0
21.0	62.0
22.0	45.0
23.0	55.0
24.0	50.0
25.0	44.0
26.0	56.0
27.0	40.0
28.0	38.0
29.0	25.0
30.0	26.0
31.0	16.0
32.0	18.0
33.0	30.0
34.0	26.0
35.0	20.0
36.0	17.0
37.0	39.0
38.0	13.0
39.0	19.0
40.0	22.0
41.0	18.0
42.0	17.0
43.0	18.0
44.0	19.0
45.0	18.0
46.0	13.0
47.0	10.0
48.0	15.0
49.0	15.0
50.0	1624.0
