#Duplication rate	Coverage
1.0	10310.0
2.0	2251.0
3.0	789.0
4.0	488.0
5.0	290.0
6.0	227.0
7.0	174.0
8.0	148.0
9.0	96.0
10.0	119.0
11.0	75.0
12.0	76.0
13.0	53.0
14.0	51.0
15.0	49.0
16.0	40.0
17.0	40.0
18.0	44.0
19.0	34.0
20.0	32.0
21.0	38.0
22.0	28.0
23.0	30.0
24.0	18.0
25.0	21.0
26.0	31.0
27.0	22.0
28.0	16.0
29.0	15.0
30.0	11.0
31.0	15.0
32.0	18.0
33.0	6.0
34.0	16.0
35.0	8.0
36.0	5.0
37.0	9.0
38.0	8.0
39.0	11.0
40.0	11.0
41.0	5.0
42.0	8.0
43.0	9.0
44.0	6.0
45.0	5.0
46.0	10.0
47.0	4.0
48.0	5.0
49.0	4.0
50.0	1180.0
