#Duplication rate	Coverage
1.0	24756.0
2.0	6990.0
3.0	2646.0
4.0	1522.0
5.0	873.0
6.0	696.0
7.0	479.0
8.0	347.0
9.0	272.0
10.0	268.0
11.0	215.0
12.0	164.0
13.0	152.0
14.0	154.0
15.0	109.0
16.0	115.0
17.0	89.0
18.0	79.0
19.0	87.0
20.0	79.0
21.0	70.0
22.0	64.0
23.0	53.0
24.0	50.0
25.0	66.0
26.0	51.0
27.0	50.0
28.0	38.0
29.0	40.0
30.0	33.0
31.0	32.0
32.0	30.0
33.0	40.0
34.0	28.0
35.0	24.0
36.0	30.0
37.0	22.0
38.0	26.0
39.0	25.0
40.0	21.0
41.0	24.0
42.0	22.0
43.0	25.0
44.0	18.0
45.0	20.0
46.0	14.0
47.0	28.0
48.0	12.0
49.0	27.0
50.0	1949.0
