#Duplication rate	Coverage
1.0	4031.0
2.0	904.0
3.0	324.0
4.0	185.0
5.0	103.0
6.0	83.0
7.0	68.0
8.0	55.0
9.0	34.0
10.0	26.0
11.0	25.0
12.0	30.0
13.0	23.0
14.0	14.0
15.0	17.0
16.0	13.0
17.0	6.0
18.0	14.0
19.0	17.0
20.0	8.0
21.0	20.0
22.0	10.0
23.0	12.0
24.0	10.0
25.0	10.0
26.0	10.0
27.0	6.0
28.0	8.0
29.0	4.0
30.0	3.0
31.0	6.0
32.0	4.0
33.0	10.0
34.0	5.0
35.0	8.0
36.0	2.0
37.0	4.0
38.0	2.0
39.0	6.0
40.0	7.0
41.0	8.0
42.0	7.0
43.0	6.0
44.0	7.0
45.0	10.0
46.0	7.0
47.0	9.0
48.0	4.0
49.0	6.0
50.0	980.0
