#Duplication rate	Coverage
1.0	21752.0
2.0	5949.0
3.0	2032.0
4.0	1270.0
5.0	763.0
6.0	579.0
7.0	382.0
8.0	326.0
9.0	227.0
10.0	202.0
11.0	176.0
12.0	162.0
13.0	129.0
14.0	113.0
15.0	87.0
16.0	97.0
17.0	80.0
18.0	96.0
19.0	74.0
20.0	63.0
21.0	58.0
22.0	52.0
23.0	45.0
24.0	59.0
25.0	51.0
26.0	55.0
27.0	36.0
28.0	51.0
29.0	29.0
30.0	30.0
31.0	30.0
32.0	35.0
33.0	36.0
34.0	26.0
35.0	32.0
36.0	23.0
37.0	28.0
38.0	14.0
39.0	22.0
40.0	15.0
41.0	17.0
42.0	20.0
43.0	29.0
44.0	25.0
45.0	22.0
46.0	13.0
47.0	10.0
48.0	17.0
49.0	14.0
50.0	1786.0
