#Duplication rate	Coverage
1.0	24071.0
2.0	6706.0
3.0	2566.0
4.0	1398.0
5.0	890.0
6.0	650.0
7.0	428.0
8.0	338.0
9.0	290.0
10.0	218.0
11.0	188.0
12.0	168.0
13.0	171.0
14.0	127.0
15.0	118.0
16.0	120.0
17.0	92.0
18.0	83.0
19.0	71.0
20.0	72.0
21.0	61.0
22.0	66.0
23.0	61.0
24.0	51.0
25.0	58.0
26.0	33.0
27.0	41.0
28.0	47.0
29.0	41.0
30.0	48.0
31.0	34.0
32.0	21.0
33.0	30.0
34.0	34.0
35.0	30.0
36.0	26.0
37.0	28.0
38.0	24.0
39.0	18.0
40.0	26.0
41.0	30.0
42.0	28.0
43.0	21.0
44.0	35.0
45.0	24.0
46.0	12.0
47.0	17.0
48.0	19.0
49.0	19.0
50.0	1937.0
