#Duplication rate	Coverage
1.0	17739.0
2.0	4323.0
3.0	1608.0
4.0	905.0
5.0	589.0
6.0	385.0
7.0	279.0
8.0	251.0
9.0	173.0
10.0	157.0
11.0	145.0
12.0	139.0
13.0	89.0
14.0	90.0
15.0	95.0
16.0	69.0
17.0	65.0
18.0	65.0
19.0	51.0
20.0	54.0
21.0	46.0
22.0	47.0
23.0	41.0
24.0	54.0
25.0	35.0
26.0	35.0
27.0	30.0
28.0	18.0
29.0	29.0
30.0	26.0
31.0	23.0
32.0	16.0
33.0	22.0
34.0	19.0
35.0	37.0
36.0	12.0
37.0	21.0
38.0	19.0
39.0	15.0
40.0	13.0
41.0	16.0
42.0	18.0
43.0	21.0
44.0	22.0
45.0	14.0
46.0	18.0
47.0	11.0
48.0	20.0
49.0	12.0
50.0	1491.0
