#Duplication rate	Coverage
1.0	35862.0
2.0	12130.0
3.0	5565.0
4.0	3165.0
5.0	1969.0
6.0	1405.0
7.0	987.0
8.0	795.0
9.0	607.0
10.0	537.0
11.0	400.0
12.0	354.0
13.0	295.0
14.0	262.0
15.0	216.0
16.0	197.0
17.0	188.0
18.0	154.0
19.0	136.0
20.0	144.0
21.0	123.0
22.0	102.0
23.0	97.0
24.0	92.0
25.0	92.0
26.0	92.0
27.0	81.0
28.0	85.0
29.0	71.0
30.0	70.0
31.0	57.0
32.0	66.0
33.0	41.0
34.0	46.0
35.0	51.0
36.0	44.0
37.0	35.0
38.0	44.0
39.0	49.0
40.0	51.0
41.0	42.0
42.0	42.0
43.0	40.0
44.0	29.0
45.0	32.0
46.0	32.0
47.0	30.0
48.0	27.0
49.0	27.0
50.0	2745.0
