#Duplication rate	Coverage
1.0	10898.0
2.0	2588.0
3.0	888.0
4.0	548.0
5.0	319.0
6.0	250.0
7.0	187.0
8.0	143.0
9.0	126.0
10.0	118.0
11.0	93.0
12.0	84.0
13.0	62.0
14.0	71.0
15.0	49.0
16.0	45.0
17.0	49.0
18.0	40.0
19.0	50.0
20.0	39.0
21.0	31.0
22.0	21.0
23.0	28.0
24.0	37.0
25.0	24.0
26.0	13.0
27.0	18.0
28.0	20.0
29.0	22.0
30.0	15.0
31.0	13.0
32.0	18.0
33.0	9.0
34.0	16.0
35.0	10.0
36.0	6.0
37.0	17.0
38.0	10.0
39.0	10.0
40.0	9.0
41.0	11.0
42.0	9.0
43.0	10.0
44.0	13.0
45.0	8.0
46.0	4.0
47.0	6.0
48.0	9.0
49.0	4.0
50.0	1223.0
