#Duplication rate	Coverage
1.0	26627.0
2.0	8116.0
3.0	3401.0
4.0	1963.0
5.0	1217.0
6.0	809.0
7.0	565.0
8.0	440.0
9.0	354.0
10.0	265.0
11.0	212.0
12.0	244.0
13.0	163.0
14.0	178.0
15.0	155.0
16.0	115.0
17.0	106.0
18.0	122.0
19.0	102.0
20.0	96.0
21.0	98.0
22.0	68.0
23.0	67.0
24.0	56.0
25.0	58.0
26.0	53.0
27.0	41.0
28.0	45.0
29.0	40.0
30.0	40.0
31.0	40.0
32.0	33.0
33.0	36.0
34.0	44.0
35.0	39.0
36.0	32.0
37.0	28.0
38.0	30.0
39.0	33.0
40.0	37.0
41.0	24.0
42.0	26.0
43.0	33.0
44.0	19.0
45.0	20.0
46.0	19.0
47.0	27.0
48.0	22.0
49.0	16.0
50.0	2114.0
