#Duplication rate	Coverage
1.0	22143.0
2.0	5880.0
3.0	2187.0
4.0	1295.0
5.0	728.0
6.0	526.0
7.0	367.0
8.0	304.0
9.0	223.0
10.0	222.0
11.0	187.0
12.0	138.0
13.0	125.0
14.0	111.0
15.0	84.0
16.0	90.0
17.0	88.0
18.0	82.0
19.0	74.0
20.0	57.0
21.0	54.0
22.0	57.0
23.0	55.0
24.0	45.0
25.0	58.0
26.0	48.0
27.0	44.0
28.0	34.0
29.0	42.0
30.0	33.0
31.0	28.0
32.0	35.0
33.0	36.0
34.0	25.0
35.0	26.0
36.0	26.0
37.0	42.0
38.0	22.0
39.0	27.0
40.0	16.0
41.0	21.0
42.0	22.0
43.0	27.0
44.0	21.0
45.0	21.0
46.0	15.0
47.0	20.0
48.0	16.0
49.0	13.0
50.0	1793.0
