#Duplication rate	Coverage
1.0	14729.0
2.0	3684.0
3.0	1365.0
4.0	768.0
5.0	467.0
6.0	345.0
7.0	241.0
8.0	227.0
9.0	159.0
10.0	139.0
11.0	129.0
12.0	90.0
13.0	86.0
14.0	90.0
15.0	72.0
16.0	75.0
17.0	66.0
18.0	54.0
19.0	51.0
20.0	45.0
21.0	39.0
22.0	27.0
23.0	31.0
24.0	25.0
25.0	33.0
26.0	41.0
27.0	30.0
28.0	21.0
29.0	25.0
30.0	20.0
31.0	26.0
32.0	18.0
33.0	20.0
34.0	24.0
35.0	17.0
36.0	18.0
37.0	18.0
38.0	10.0
39.0	16.0
40.0	10.0
41.0	15.0
42.0	17.0
43.0	15.0
44.0	15.0
45.0	11.0
46.0	17.0
47.0	10.0
48.0	4.0
49.0	12.0
50.0	1413.0
