#Duplication rate	Coverage
1.0	26403.0
2.0	7711.0
3.0	3009.0
4.0	1649.0
5.0	964.0
6.0	747.0
7.0	536.0
8.0	415.0
9.0	319.0
10.0	260.0
11.0	216.0
12.0	198.0
13.0	175.0
14.0	147.0
15.0	140.0
16.0	105.0
17.0	86.0
18.0	79.0
19.0	91.0
20.0	83.0
21.0	84.0
22.0	80.0
23.0	65.0
24.0	63.0
25.0	54.0
26.0	51.0
27.0	48.0
28.0	42.0
29.0	58.0
30.0	44.0
31.0	42.0
32.0	33.0
33.0	29.0
34.0	34.0
35.0	36.0
36.0	23.0
37.0	26.0
38.0	19.0
39.0	23.0
40.0	30.0
41.0	20.0
42.0	32.0
43.0	23.0
44.0	23.0
45.0	17.0
46.0	23.0
47.0	22.0
48.0	10.0
49.0	19.0
50.0	2069.0
