#Duplication rate	Coverage
1.0	28669.0
2.0	8543.0
3.0	3458.0
4.0	1913.0
5.0	1122.0
6.0	861.0
7.0	577.0
8.0	468.0
9.0	362.0
10.0	305.0
11.0	252.0
12.0	211.0
13.0	163.0
14.0	174.0
15.0	151.0
16.0	142.0
17.0	107.0
18.0	107.0
19.0	90.0
20.0	85.0
21.0	73.0
22.0	50.0
23.0	66.0
24.0	62.0
25.0	53.0
26.0	64.0
27.0	55.0
28.0	50.0
29.0	43.0
30.0	50.0
31.0	49.0
32.0	46.0
33.0	36.0
34.0	31.0
35.0	32.0
36.0	43.0
37.0	31.0
38.0	26.0
39.0	25.0
40.0	26.0
41.0	32.0
42.0	25.0
43.0	31.0
44.0	26.0
45.0	17.0
46.0	25.0
47.0	25.0
48.0	20.0
49.0	19.0
50.0	2205.0
