#Coverage (X)	Coverage
1.0	0.009291693696880543
2.0	0.006892160762419053
3.0	0.005876693330506555
4.0	0.005757358536726542
5.0	0.005466592924292968
6.0	0.005433129329375674
7.0	0.005300552424003513
8.0	0.005274566727393903
9.0	0.0051652647805013885
10.0	0.005137690030494468
11.0	0.005051413778801361
12.0	0.005035647876539429
13.0	0.004968471423438814
14.0	0.0049572234180743635
15.0	0.004926532877107093
16.0	0.0049205194005566
17.0	0.0048783939067647
18.0	0.0048625345307726775
19.0	0.004842811573993799
20.0	0.004833869253943135
21.0	0.004802088186153242
22.0	0.004793457445188665
23.0	0.004771397645185971
24.0	0.004767534064399115
25.0	0.004758155533608033
26.0	0.004756846901400991
27.0	0.004742046894335772
28.0	0.004741080999139058
29.0	0.004727215729360523
30.0	0.004720236357613317
31.0	0.004717899514389501
32.0	0.004715531513255655
33.0	0.004700419927104349
34.0	0.004689950869476434
35.0	0.004683688129645702
36.0	0.004680541180775322
37.0	0.004680260759585053
38.0	0.004671474229070327
39.0	0.004663965172852613
40.0	0.004657328538101524
41.0	0.004650878850810614
42.0	0.004642902425956663
43.0	0.004642777794316544
44.0	0.0046409083197431755
45.0	0.004640596740642877
46.0	0.004630844314931437
47.0	0.004630096525104932
48.0	0.004624083048554439
49.0	0.00462068683640382
50.0	0.004616418202786576
51.0	0.0046156080971400115
