#Duplication rate	Coverage
1.0	8874.0
2.0	2018.0
3.0	721.0
4.0	429.0
5.0	254.0
6.0	215.0
7.0	139.0
8.0	133.0
9.0	110.0
10.0	109.0
11.0	71.0
12.0	80.0
13.0	53.0
14.0	50.0
15.0	45.0
16.0	32.0
17.0	37.0
18.0	34.0
19.0	24.0
20.0	24.0
21.0	26.0
22.0	29.0
23.0	31.0
24.0	22.0
25.0	15.0
26.0	20.0
27.0	18.0
28.0	16.0
29.0	13.0
30.0	17.0
31.0	11.0
32.0	10.0
33.0	8.0
34.0	7.0
35.0	7.0
36.0	9.0
37.0	6.0
38.0	7.0
39.0	6.0
40.0	8.0
41.0	7.0
42.0	4.0
43.0	6.0
44.0	4.0
45.0	2.0
46.0	5.0
47.0	3.0
48.0	9.0
49.0	2.0
50.0	1158.0
