#Duplication rate	Coverage
1.0	21089.0
2.0	5610.0
3.0	2150.0
4.0	1226.0
5.0	673.0
6.0	529.0
7.0	349.0
8.0	308.0
9.0	219.0
10.0	181.0
11.0	150.0
12.0	154.0
13.0	124.0
14.0	97.0
15.0	96.0
16.0	107.0
17.0	92.0
18.0	86.0
19.0	61.0
20.0	62.0
21.0	67.0
22.0	54.0
23.0	38.0
24.0	53.0
25.0	49.0
26.0	44.0
27.0	28.0
28.0	32.0
29.0	23.0
30.0	33.0
31.0	25.0
32.0	32.0
33.0	17.0
34.0	15.0
35.0	27.0
36.0	22.0
37.0	18.0
38.0	18.0
39.0	21.0
40.0	15.0
41.0	21.0
42.0	15.0
43.0	20.0
44.0	14.0
45.0	20.0
46.0	21.0
47.0	21.0
48.0	17.0
49.0	11.0
50.0	1744.0
