#Duplication rate	Coverage
1.0	745.0
2.0	173.0
3.0	91.0
4.0	71.0
5.0	41.0
6.0	56.0
7.0	40.0
8.0	53.0
9.0	37.0
10.0	43.0
11.0	32.0
12.0	40.0
13.0	33.0
14.0	34.0
15.0	23.0
16.0	25.0
17.0	28.0
18.0	23.0
19.0	18.0
20.0	23.0
21.0	19.0
22.0	19.0
23.0	15.0
24.0	14.0
25.0	14.0
26.0	11.0
27.0	9.0
28.0	19.0
29.0	6.0
30.0	12.0
31.0	11.0
32.0	9.0
33.0	11.0
34.0	7.0
35.0	6.0
36.0	3.0
37.0	4.0
38.0	5.0
39.0	5.0
40.0	5.0
41.0	3.0
42.0	7.0
43.0	2.0
44.0	5.0
45.0	3.0
46.0	6.0
47.0	3.0
48.0	5.0
49.0	2.0
50.0	157.0
