#Duplication rate	Coverage
1.0	23233.0
2.0	6098.0
3.0	2317.0
4.0	1265.0
5.0	773.0
6.0	563.0
7.0	356.0
8.0	336.0
9.0	248.0
10.0	234.0
11.0	183.0
12.0	154.0
13.0	134.0
14.0	119.0
15.0	131.0
16.0	115.0
17.0	82.0
18.0	69.0
19.0	71.0
20.0	58.0
21.0	58.0
22.0	75.0
23.0	51.0
24.0	52.0
25.0	45.0
26.0	46.0
27.0	47.0
28.0	44.0
29.0	30.0
30.0	30.0
31.0	28.0
32.0	42.0
33.0	28.0
34.0	36.0
35.0	29.0
36.0	22.0
37.0	21.0
38.0	16.0
39.0	25.0
40.0	29.0
41.0	22.0
42.0	20.0
43.0	28.0
44.0	24.0
45.0	15.0
46.0	20.0
47.0	22.0
48.0	22.0
49.0	11.0
50.0	1837.0
