#Duplication rate	Coverage
1.0	23782.0
2.0	6852.0
3.0	2595.0
4.0	1460.0
5.0	804.0
6.0	606.0
7.0	477.0
8.0	383.0
9.0	276.0
10.0	282.0
11.0	175.0
12.0	182.0
13.0	138.0
14.0	125.0
15.0	120.0
16.0	83.0
17.0	85.0
18.0	90.0
19.0	64.0
20.0	82.0
21.0	69.0
22.0	69.0
23.0	55.0
24.0	50.0
25.0	53.0
26.0	54.0
27.0	44.0
28.0	48.0
29.0	28.0
30.0	36.0
31.0	32.0
32.0	26.0
33.0	34.0
34.0	44.0
35.0	27.0
36.0	23.0
37.0	29.0
38.0	33.0
39.0	19.0
40.0	30.0
41.0	14.0
42.0	20.0
43.0	16.0
44.0	20.0
45.0	22.0
46.0	15.0
47.0	25.0
48.0	24.0
49.0	17.0
50.0	1910.0
