#Duplication rate	Coverage
1.0	24730.0
2.0	7379.0
3.0	3009.0
4.0	1726.0
5.0	965.0
6.0	707.0
7.0	459.0
8.0	398.0
9.0	282.0
10.0	272.0
11.0	206.0
12.0	177.0
13.0	173.0
14.0	148.0
15.0	124.0
16.0	117.0
17.0	84.0
18.0	103.0
19.0	73.0
20.0	75.0
21.0	75.0
22.0	76.0
23.0	60.0
24.0	52.0
25.0	48.0
26.0	44.0
27.0	43.0
28.0	43.0
29.0	38.0
30.0	48.0
31.0	42.0
32.0	33.0
33.0	32.0
34.0	40.0
35.0	29.0
36.0	33.0
37.0	24.0
38.0	28.0
39.0	22.0
40.0	25.0
41.0	27.0
42.0	24.0
43.0	20.0
44.0	22.0
45.0	22.0
46.0	20.0
47.0	13.0
48.0	26.0
49.0	18.0
50.0	1959.0
