#Duplication rate	Coverage
1.0	26487.0
2.0	7591.0
3.0	2883.0
4.0	1594.0
5.0	939.0
6.0	730.0
7.0	501.0
8.0	412.0
9.0	313.0
10.0	246.0
11.0	200.0
12.0	172.0
13.0	147.0
14.0	136.0
15.0	101.0
16.0	118.0
17.0	95.0
18.0	80.0
19.0	84.0
20.0	75.0
21.0	78.0
22.0	64.0
23.0	61.0
24.0	49.0
25.0	60.0
26.0	47.0
27.0	52.0
28.0	52.0
29.0	37.0
30.0	59.0
31.0	34.0
32.0	43.0
33.0	41.0
34.0	37.0
35.0	28.0
36.0	35.0
37.0	26.0
38.0	37.0
39.0	39.0
40.0	25.0
41.0	17.0
42.0	28.0
43.0	28.0
44.0	18.0
45.0	19.0
46.0	14.0
47.0	16.0
48.0	24.0
49.0	18.0
50.0	2051.0
