#Duplication rate	Coverage
1.0	24553.0
2.0	7189.0
3.0	2743.0
4.0	1551.0
5.0	989.0
6.0	743.0
7.0	441.0
8.0	363.0
9.0	320.0
10.0	260.0
11.0	204.0
12.0	174.0
13.0	149.0
14.0	144.0
15.0	109.0
16.0	109.0
17.0	94.0
18.0	91.0
19.0	87.0
20.0	69.0
21.0	58.0
22.0	77.0
23.0	54.0
24.0	69.0
25.0	43.0
26.0	48.0
27.0	52.0
28.0	42.0
29.0	43.0
30.0	49.0
31.0	42.0
32.0	36.0
33.0	31.0
34.0	27.0
35.0	30.0
36.0	38.0
37.0	29.0
38.0	25.0
39.0	27.0
40.0	31.0
41.0	22.0
42.0	17.0
43.0	23.0
44.0	18.0
45.0	26.0
46.0	27.0
47.0	20.0
48.0	17.0
49.0	22.0
50.0	1941.0
