#Duplication rate	Coverage
1.0	1429.0
2.0	290.0
3.0	106.0
4.0	77.0
5.0	36.0
6.0	22.0
7.0	28.0
8.0	28.0
9.0	17.0
10.0	15.0
11.0	14.0
12.0	17.0
13.0	15.0
14.0	12.0
15.0	11.0
16.0	10.0
17.0	7.0
18.0	8.0
19.0	11.0
20.0	12.0
21.0	15.0
22.0	12.0
23.0	11.0
24.0	10.0
25.0	19.0
26.0	13.0
27.0	6.0
28.0	11.0
29.0	17.0
30.0	10.0
31.0	25.0
32.0	18.0
33.0	20.0
34.0	27.0
35.0	21.0
36.0	18.0
37.0	11.0
38.0	17.0
39.0	16.0
40.0	11.0
41.0	8.0
42.0	16.0
43.0	14.0
44.0	18.0
45.0	14.0
46.0	17.0
47.0	21.0
48.0	9.0
49.0	14.0
50.0	508.0
