#Duplication rate	Coverage
1.0	11947.0
2.0	2824.0
3.0	949.0
4.0	612.0
5.0	360.0
6.0	263.0
7.0	162.0
8.0	181.0
9.0	135.0
10.0	113.0
11.0	82.0
12.0	80.0
13.0	69.0
14.0	69.0
15.0	61.0
16.0	66.0
17.0	49.0
18.0	56.0
19.0	43.0
20.0	46.0
21.0	35.0
22.0	28.0
23.0	26.0
24.0	28.0
25.0	27.0
26.0	20.0
27.0	21.0
28.0	27.0
29.0	19.0
30.0	12.0
31.0	14.0
32.0	19.0
33.0	18.0
34.0	20.0
35.0	14.0
36.0	20.0
37.0	17.0
38.0	12.0
39.0	17.0
40.0	15.0
41.0	11.0
42.0	9.0
43.0	11.0
44.0	14.0
45.0	8.0
46.0	10.0
47.0	5.0
48.0	10.0
49.0	10.0
50.0	1300.0
