#Duplication rate	Coverage
1.0	1287.0
2.0	230.0
3.0	85.0
4.0	53.0
5.0	32.0
6.0	25.0
7.0	20.0
8.0	25.0
9.0	25.0
10.0	15.0
11.0	10.0
12.0	14.0
13.0	9.0
14.0	16.0
15.0	17.0
16.0	17.0
17.0	16.0
18.0	11.0
19.0	15.0
20.0	20.0
21.0	20.0
22.0	19.0
23.0	20.0
24.0	25.0
25.0	22.0
26.0	28.0
27.0	26.0
28.0	15.0
29.0	17.0
30.0	24.0
31.0	22.0
32.0	21.0
33.0	20.0
34.0	18.0
35.0	13.0
36.0	15.0
37.0	15.0
38.0	23.0
39.0	5.0
40.0	18.0
41.0	13.0
42.0	13.0
43.0	16.0
44.0	11.0
45.0	14.0
46.0	13.0
47.0	12.0
48.0	12.0
49.0	13.0
50.0	348.0
