#Duplication rate	Coverage
1.0	15751.0
2.0	3782.0
3.0	1430.0
4.0	819.0
5.0	520.0
6.0	344.0
7.0	255.0
8.0	200.0
9.0	168.0
10.0	121.0
11.0	115.0
12.0	105.0
13.0	93.0
14.0	87.0
15.0	84.0
16.0	69.0
17.0	56.0
18.0	39.0
19.0	55.0
20.0	47.0
21.0	50.0
22.0	50.0
23.0	34.0
24.0	41.0
25.0	27.0
26.0	24.0
27.0	38.0
28.0	29.0
29.0	24.0
30.0	23.0
31.0	30.0
32.0	16.0
33.0	18.0
34.0	20.0
35.0	20.0
36.0	18.0
37.0	12.0
38.0	16.0
39.0	13.0
40.0	17.0
41.0	14.0
42.0	8.0
43.0	13.0
44.0	12.0
45.0	8.0
46.0	13.0
47.0	9.0
48.0	9.0
49.0	9.0
50.0	1383.0
