#Duplication rate	Coverage
1.0	26330.0
2.0	7837.0
3.0	3023.0
4.0	1760.0
5.0	977.0
6.0	734.0
7.0	488.0
8.0	422.0
9.0	310.0
10.0	279.0
11.0	218.0
12.0	192.0
13.0	168.0
14.0	120.0
15.0	129.0
16.0	136.0
17.0	97.0
18.0	93.0
19.0	76.0
20.0	67.0
21.0	84.0
22.0	60.0
23.0	66.0
24.0	61.0
25.0	38.0
26.0	51.0
27.0	56.0
28.0	44.0
29.0	39.0
30.0	35.0
31.0	25.0
32.0	41.0
33.0	45.0
34.0	36.0
35.0	33.0
36.0	32.0
37.0	37.0
38.0	30.0
39.0	20.0
40.0	25.0
41.0	41.0
42.0	21.0
43.0	19.0
44.0	18.0
45.0	23.0
46.0	25.0
47.0	19.0
48.0	19.0
49.0	16.0
50.0	2007.0
