#Duplication rate	Coverage
1.0	14363.0
2.0	3375.0
3.0	1252.0
4.0	698.0
5.0	440.0
6.0	306.0
7.0	244.0
8.0	202.0
9.0	144.0
10.0	141.0
11.0	104.0
12.0	106.0
13.0	74.0
14.0	77.0
15.0	68.0
16.0	70.0
17.0	64.0
18.0	50.0
19.0	52.0
20.0	43.0
21.0	30.0
22.0	43.0
23.0	30.0
24.0	38.0
25.0	29.0
26.0	32.0
27.0	24.0
28.0	28.0
29.0	15.0
30.0	25.0
31.0	19.0
32.0	25.0
33.0	19.0
34.0	17.0
35.0	20.0
36.0	21.0
37.0	15.0
38.0	18.0
39.0	15.0
40.0	11.0
41.0	13.0
42.0	13.0
43.0	14.0
44.0	11.0
45.0	8.0
46.0	6.0
47.0	13.0
48.0	8.0
49.0	7.0
50.0	1339.0
