#Coverage (X)	Coverage
1.0	0.006493775730220364
2.0	0.005849056264679575
3.0	0.005350560868919274
4.0	0.005253005453951687
5.0	0.005082696320059199
6.0	0.005062256731363846
7.0	0.004970496687576542
8.0	0.00494977667769092
9.0	0.0048772410641362285
10.0	0.004856770317530845
11.0	0.004809254505389049
12.0	0.0047976637630142704
13.0	0.004751145003979218
14.0	0.004732169837026845
15.0	0.004718055303982283
16.0	0.004706339929967385
17.0	0.00468284686613174
18.0	0.004666862858499599
19.0	0.004647607270356957
20.0	0.00463903884521244
21.0	0.004624612733067579
22.0	0.004611993779676027
23.0	0.004604547039278373
24.0	0.0045896535584830644
25.0	0.004581427870348875
26.0	0.004573420287584895
27.0	0.004559274596630303
28.0	0.004542916694092014
29.0	0.0045360931118949566
30.0	0.004529456477143867
31.0	0.004529082582223509
32.0	0.00452085689408932
33.0	0.004515746996915482
34.0	0.0045083314144278575
35.0	0.004504530149461061
36.0	0.004496148671776723
37.0	0.004487736036182355
38.0	0.0044837789816654094
39.0	0.004470474554267412
40.0	0.004460784444376031
41.0	0.004439067381383666
42.0	0.004434362537040215
43.0	0.004430685903713538
44.0	0.004427445481113068
45.0	0.0044197183195251455
46.0	0.004409623156817588
47.0	0.004403266943256767
48.0	0.0043924863065285535
49.0	0.004377810931103454
50.0	0.004371548191272723
51.0	0.004360113238448093
