#Duplication rate	Coverage
1.0	28978.0
2.0	8603.0
3.0	3419.0
4.0	1987.0
5.0	1152.0
6.0	791.0
7.0	564.0
8.0	444.0
9.0	353.0
10.0	279.0
11.0	221.0
12.0	212.0
13.0	173.0
14.0	157.0
15.0	154.0
16.0	128.0
17.0	98.0
18.0	128.0
19.0	94.0
20.0	74.0
21.0	87.0
22.0	81.0
23.0	72.0
24.0	74.0
25.0	56.0
26.0	56.0
27.0	52.0
28.0	47.0
29.0	37.0
30.0	42.0
31.0	47.0
32.0	40.0
33.0	40.0
34.0	47.0
35.0	37.0
36.0	34.0
37.0	40.0
38.0	32.0
39.0	19.0
40.0	19.0
41.0	35.0
42.0	33.0
43.0	29.0
44.0	19.0
45.0	22.0
46.0	17.0
47.0	26.0
48.0	19.0
49.0	30.0
50.0	2261.0
